State,Year,County,Total,Commissioned Male ,Commissioned Female ,Civilian Male ,Civilian Female ,Arson,Arsons Arrests,Juvenile Arsons Arrests,Aggravated Assault,Aggravated Assaults Arrests,Juvenile Aggravated Assault Arrests,Rape,Rape Arrests,Juvenile Rape Arrests,Burglary,Burglary Arrests,Juvenile Burglary Arrests,Murder,Murder Arrests,Juvenile Murder Arrests,Robbery,Robbery Arrests,Juvenile Robbery Arrests,Drug Violation Arrests,Juvenile Drug Violation Arrests,Total Arrests,Total Juvenile Arrests,Juvenile Theft Arrests,Theft Arrests,Theft,Population,Commissioned Total,Civilian Total,Total Employees,Total Population,Female Population (0-11),Female Population (12-17),Female Population (18-39),Female Population (40+),Total Female Population,Male Population (0-11),Male Population (12-17),Male Population (18-39),Male Population (40+),Total Male Population,Animal Cruelty,Bribery,Destruction of Property,Drug Violation,Extortion,Counterfeiting or Forgery,Gambling Violation,Human Trafficking,Kidnapping,Man Slaughter,Non Forcibly Sex,Pornography,Total Property Crime,Prostitution,Total Person Crime,Total Societal Crime,No Contact Order Violation,Weapon Violation,Other Crimes Arrests,Animal Cruelty Arrests,Bribery Arrests,Destruction of Property Arrests,Extortion Arrests,Counterfeiting or Forgery Arrests,Gambling Violation Arrests,"Group B offense Arrests (driving under influence,  liquor violation etc)",Hack or Computer Invasion Arrests,Human Trafficking Arrests,Kidnapping Arrests,Manslaughter Arrests,Non Forcibly Sex Arrests,Pornography Arrests,Prostitution Arrests,No Contact Order Violation Arrests,Weapon Violation Arrests,Aggravated Assaults Sentenced,Burglary Sentenced,Drug Violation Sentenced,Manslaughter Sentenced,Murder Sentenced,Other Crimes Sentenced,Other Property Crimes Sentenced,Robbery Sentenced,Sex Crime Sentences,Total Sentenced,Unknown Crimes Sentenced,Juvenile Other Felony Crimes Sentenced,Juvenile Animal Cruelty Arrests,Juvenile Bribery Arrests,Juvenile Destruction of Property Arrests,Juvenile Extortion Arrests,Juvenile Counterfeiting or Forgery Arrests,"Juvenile Group B offense Arrests (driving under influence,  liquor violation etc)",Juvenile Hack or Computer Invasion Arrests,Juvenile Kidnapping Arrests,Juvenile Manslaughter Arrests,Juvenile Non Forcibly Sex Arrests,Juvenile Pornography Arrests,Juvenile Prostitution Arrests,Juvenile No Contact Order Violation Arrests,Juvenile Weapon Violation Arrests,FIPS Code
Washington,2007,CLARK,13025,385,49,23,107,129,16,29,550,174,49,208,23,6,2058,254,152,9,1,0,224,121,24,1172,163,9636,3094,725,1480,9847,414925,434,130,564,415000,36421,18188,61404,92723,208733,38044,19270,61438,87516,206267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,37,214,3,9,41,176,20,64,684,0,1946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,2020,FERRY,130,7,0,10,7,1,0,0,52,26,1,2,1,0,5,1,0,0,0,0,0,0,0,6,0,75,1,0,3,42,7910,7,17,24,7910,421,251,702,2403,3776,486,278,891,2480,4134,0,0,0,5,0,0,0,0,0,1,1,0,48,0,76,6,20,1,0,0,0,0,0,0,0,30,0,0,0,1,0,0,0,7,0,2,0,4,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
Washington,2016,YAKIMA,19713,335,26,52,82,50,7,1,3686,1885,218,321,65,12,2051,178,19,20,18,2,188,65,9,430,98,7901,889,218,1355,7956,250907,361,134,495,250900,25991,10803,33404,56251,126449,28958,12300,32163,51030,124451,0,0,3098,785,8,88,0,0,56,1,11,28,13439,5,5132,1142,1037,324,0,0,2,415,0,77,0,2627,0,0,39,0,0,2,2,659,75,109,14,31,7,8,38,89,20,18,334,0,0,0,0,85,0,0,206,0,1,0,0,1,1,5,13,53077
Washington,2019,KING,147200,2896,446,350,787,295,45,4,23098,7608,499,1468,207,34,13179,931,57,64,33,3,2577,536,203,2937,68,39315,1719,406,7352,76894,2253316,3342,1137,4479,2226300,151079,73519,389486,498583,1112667,157242,76960,407477,471955,1113633,44,5,15480,6042,183,1441,1,43,366,2,51,169,110054,396,28784,8362,3692,1710,0,6,1,993,4,186,1,15678,0,26,71,3,10,27,218,1894,548,343,96,70,15,19,99,393,98,105,1238,0,0,0,0,74,0,0,287,0,3,1,4,7,3,13,53,53033
Washington,2008,KITTITAS,1944,84,3,2,19,7,1,0,45,22,3,28,8,0,412,45,37,0,0,0,3,7,0,288,33,2558,298,71,136,1449,39400,87,21,108,39400,2317,1290,7536,8649,19791,2365,1394,7635,8215,19609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,9,0,0,0,9,0,1,27,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2014,SKAMANIA,283,15,1,0,4,1,1,0,86,50,4,5,2,1,26,0,1,0,1,0,3,0,0,18,0,141,9,3,9,91,11370,16,4,20,11370,739,417,1261,3233,5649,734,426,1291,3271,5721,0,0,26,19,0,2,0,0,1,1,0,1,149,0,108,26,15,6,0,0,0,7,0,1,0,44,0,0,3,0,0,0,0,2,3,5,0,3,0,0,2,2,2,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,2012,ADAMS,1915,37,0,13,4,10,0,0,252,9,0,19,3,0,182,12,9,0,0,0,8,0,2,19,26,261,123,17,42,689,19050,37,17,54,19050,2490,967,2740,3278,9475,2541,1073,2882,3079,9575,0,0,516,90,0,12,0,0,3,0,1,0,1417,1,346,152,71,61,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,0,1,3,3,2,2,22,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53001
Washington,2000,SAN JUAN,227,16,1,3,5,1,0,0,6,6,0,0,0,0,64,14,0,0,0,0,0,0,0,21,0,221,0,0,15,156,12700,17,8,25,14077,813,508,1285,4611,7217,818,556,1247,4239,6860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53055
Washington,2011,LEWIS,2136,93,7,2,28,6,3,3,122,76,16,26,12,1,494,81,16,1,1,0,22,13,1,429,52,2925,360,70,313,1465,76000,100,30,130,76000,5415,2960,9197,20394,37966,5719,3256,9643,19416,38034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,52,1,1,19,42,2,20,187,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,1993,WAHKIAKUM,62,5,0,0,4,0,0,0,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,70,0,0,3,36,3500,5,4,9,3660,284,166,422,966,1836,301,167,441,914,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,1992,DOUGLAS,1075,31,3,5,7,5,0,0,41,25,0,20,3,0,163,17,0,1,1,0,2,0,0,41,0,1294,0,0,255,843,27690,34,12,46,27999,2764,1270,4292,5626,13952,2877,1375,4454,5340,14047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,2,3,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,1994,STEVENS,1134,46,2,1,10,8,0,0,44,26,0,10,6,0,286,13,0,2,4,0,4,2,0,50,0,1302,0,0,57,780,34500,48,11,59,34261,3317,1859,4525,7458,17162,3503,2003,4307,7283,17099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,1,1,2,5,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2011,SPOKANE,26341,505,39,46,121,106,4,8,927,125,62,128,5,10,5254,244,83,7,2,1,582,36,31,579,211,4273,1916,587,727,19337,472650,544,167,711,472650,34958,17974,70935,115359,239225,36892,18780,72679,105073,233425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,41,85,7,5,52,193,53,31,586,0,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,1997,KITTITAS,1814,60,4,16,16,8,1,0,49,25,0,12,8,0,302,36,0,0,0,0,9,1,0,148,0,1614,0,0,145,1434,31500,64,32,96,32325,2213,1213,6331,6507,16255,2277,1307,6423,6071,16070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,2,0,0,2,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2015,GRAYS HARBOR,4939,153,5,18,37,6,2,1,1020,491,35,122,19,11,604,99,5,1,1,0,38,18,0,306,20,2988,198,35,501,1630,73110,158,55,213,73110,4948,2491,8586,19411,35437,5001,2616,10523,19533,37673,0,1,492,514,0,29,0,0,8,0,0,5,2800,5,1496,643,345,119,0,0,0,106,0,4,0,1179,0,0,4,0,0,0,4,201,53,28,14,24,0,1,14,20,4,23,128,0,0,0,0,5,0,0,81,0,0,0,0,2,0,1,2,53027
Washington,1993,MASON,1990,60,0,4,16,2,0,0,72,37,0,22,13,0,594,33,0,5,5,0,13,5,0,97,0,2053,0,0,165,1282,42900,60,20,80,42443,3470,1762,5469,9815,20518,3633,1882,6728,9680,21925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,2,0,0,7,1,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53045
Washington,2007,THURSTON,7904,239,29,21,63,42,8,19,340,102,37,68,14,0,1530,86,54,7,6,0,88,20,13,514,114,4644,1527,268,598,5829,236295,268,84,352,238000,17312,10015,34330,59547,121204,18117,10857,34429,53393,116796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,28,138,1,3,40,131,38,46,487,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,2010,COLUMBIA,199,9,0,2,3,2,0,1,3,2,0,0,0,0,50,4,1,0,1,0,1,0,0,7,0,89,7,2,8,143,4150,9,5,14,4150,287,162,418,1255,2122,261,168,437,1160,2028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,3,0,2,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2005,WAHKIAKUM,51,8,0,0,1,0,0,0,7,3,0,1,0,1,16,2,1,0,0,0,0,0,0,0,0,24,6,2,2,27,3900,8,1,9,3900,239,174,364,1171,1947,264,175,376,1137,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,2011,STEVENS,899,58,3,4,11,0,0,0,23,32,1,7,9,1,262,29,4,2,3,0,5,5,0,101,16,1119,69,18,161,600,43600,61,15,76,43600,3054,1991,4248,12480,21772,3252,2062,4331,12184,21828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,0,1,5,15,3,2,46,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2010,FRANKLIN,1910,92,3,2,12,30,2,3,139,62,22,28,9,1,374,30,26,3,2,0,41,10,6,199,88,3673,779,94,186,1295,75500,95,14,109,75500,7954,3601,10986,13508,36049,8647,4027,12740,14035,39451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,21,0,1,4,19,5,10,96,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53021
Washington,2013,ASOTIN,1491,26,1,1,2,1,0,1,267,119,14,5,1,0,130,18,5,0,0,0,12,8,0,28,20,1682,124,41,134,672,21800,27,3,30,21800,1560,699,2614,6311,11185,1526,716,2456,5915,10615,0,0,261,97,0,6,0,0,5,0,1,1,1082,0,278,131,0,33,0,0,0,28,0,0,0,1327,0,0,1,0,1,0,0,0,17,11,6,21,1,0,4,8,0,0,51,0,0,0,0,6,0,0,35,0,0,0,0,0,0,0,2,53003
Washington,1996,PACIFIC,936,33,2,13,9,3,1,0,64,27,0,9,4,0,236,20,0,2,2,0,4,2,0,82,0,905,0,0,57,618,21100,35,22,57,20874,1453,853,2257,5966,10529,1558,1000,2358,5427,10345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,1,1,3,7,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53049
Washington,1998,SKAMANIA,302,18,0,0,3,4,0,0,16,8,0,16,5,0,55,2,0,0,0,0,1,0,0,37,0,445,0,0,31,210,9900,18,3,21,9562,821,461,1276,2172,4729,857,516,1294,2165,4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,0,1,3,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,1990,PEND OREILLE,377,13,0,1,6,0,0,0,8,7,0,0,1,0,132,8,0,1,1,0,0,0,0,9,0,212,0,0,13,236,9000,13,7,20,8915,876,445,1222,1946,4489,842,469,1202,1913,4426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,1995,SPOKANE,26793,461,35,85,100,118,10,0,1259,305,0,200,37,0,4947,433,0,26,20,0,569,146,0,2219,0,18154,0,0,2529,19674,401091,496,185,681,400538,34856,17613,66039,86086,204576,36812,18692,65900,74565,195962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,73,3,6,10,53,45,34,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,2010,GRANT,4601,134,2,5,25,29,3,1,166,110,19,34,14,1,1227,120,23,3,7,0,44,39,0,228,42,4517,504,113,358,3098,87700,136,30,166,87700,8353,4126,11808,18504,42793,8828,4431,13222,18427,44907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,16,5,2,6,25,2,12,100,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,2003,GRANT,3844,110,3,3,25,45,7,0,118,106,0,48,23,0,853,113,0,3,2,0,29,17,0,401,0,5484,0,0,336,2748,77100,113,28,141,77100,7623,4004,10574,15463,37662,8082,4301,11829,15228,39438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,47,4,0,7,23,4,10,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53025
Washington,2003,GARFIELD,101,6,1,0,6,0,0,0,2,2,0,3,1,0,13,0,0,0,0,0,0,0,0,14,0,228,0,0,7,83,2400,7,6,13,2400,163,123,233,690,1210,172,144,221,651,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,1996,GRAYS HARBOR,3720,144,9,28,44,22,6,0,119,66,0,36,20,0,614,65,0,4,6,0,35,11,0,326,0,6190,0,0,473,2890,68200,153,72,225,68162,5764,3120,9265,16064,34214,6150,3403,9497,14894,33948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,33,2,4,6,12,2,4,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2015,JEFFERSON,1240,33,2,15,9,4,0,1,249,108,14,15,3,0,184,19,3,1,1,0,4,5,0,46,7,591,84,5,45,455,30880,35,24,59,30880,1279,727,2477,11083,15566,1320,753,2775,10465,15314,0,0,178,59,1,7,0,0,4,0,1,2,833,0,337,70,67,9,0,0,0,14,0,0,0,303,0,0,0,0,0,1,0,43,3,3,2,0,0,1,1,5,0,2,14,0,0,0,0,2,0,0,52,0,0,0,0,0,0,0,0,53031
Washington,2014,STEVENS,1865,51,5,2,12,1,0,0,408,144,7,46,2,0,297,15,2,1,1,0,0,0,0,19,1,484,17,4,85,624,43911,56,14,70,43900,2827,1755,4673,12748,22003,3008,1846,4749,12294,21897,0,0,251,59,0,5,0,0,8,0,0,1,1178,0,612,75,149,15,0,0,0,13,0,1,0,170,0,0,6,0,0,0,0,23,5,12,8,10,0,2,10,11,0,5,58,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,53065
Washington,2004,COWLITZ,6369,127,9,8,22,34,2,0,248,171,0,51,17,0,1336,104,0,5,2,0,61,28,0,394,0,4036,0,0,536,4634,95380,136,30,166,95300,7731,4192,12655,23463,48041,8019,4455,12882,21905,47259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,34,118,2,1,20,79,18,16,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53015
Washington,1991,KITTITAS,1663,58,1,2,13,4,2,0,43,24,0,12,4,0,266,12,0,1,0,0,4,0,0,27,0,941,0,0,112,1333,27400,59,15,74,27635,1960,957,5742,5259,13909,2022,1008,5840,4866,13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,1,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,1995,PACIFIC,927,31,1,1,8,5,1,0,48,19,0,7,3,0,254,8,0,0,0,0,3,1,0,73,0,929,0,0,53,610,20800,32,9,41,20496,1464,824,2282,5770,10344,1574,973,2374,5232,10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,2,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53049
Washington,1996,ADAMS,903,33,0,4,5,11,0,0,42,26,0,6,4,0,142,20,0,1,1,0,5,5,0,59,0,1078,0,0,80,696,15400,33,9,42,15674,1786,860,2199,2845,7696,1902,960,2366,2746,7978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,1,1,2,4,1,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53001
Washington,1997,PEND OREILLE,419,19,0,7,10,0,0,0,15,4,0,3,0,0,129,7,0,0,0,0,1,0,0,33,0,312,0,0,8,271,10793,19,17,36,11816,997,634,1368,2908,5908,1036,634,1283,2954,5908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,2000,ISLAND,1497,67,6,7,13,6,0,0,27,0,0,24,0,0,337,5,0,1,0,0,7,0,0,1,0,28,0,0,4,1095,74200,73,20,93,71558,5801,2974,9825,17112,35712,6263,3205,11005,15373,35846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,10,0,0,1,7,1,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53029
Washington,2000,WHITMAN,996,66,4,14,12,10,1,0,38,10,0,21,3,0,223,48,0,0,0,0,5,5,0,107,0,1905,0,0,144,699,41300,70,26,96,40740,2316,1273,10079,6455,20123,2499,1277,10754,6087,20617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,5,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53075
Washington,2001,SPOKANE,26531,508,43,49,122,107,7,0,1204,362,0,134,14,0,4926,332,0,10,6,0,571,151,0,2325,0,15841,0,0,2024,19579,422262,551,171,722,422400,33955,18602,65019,97470,215045,35536,19517,66141,86161,207355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,46,93,7,13,18,75,40,17,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,1997,LINCOLN,229,22,0,0,3,3,1,0,16,9,0,6,2,0,54,5,0,0,0,0,1,2,0,57,0,336,0,0,9,149,9800,22,3,25,9883,762,468,1068,2665,4967,870,504,1051,2490,4916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,2013,JEFFERSON,1449,35,2,1,6,3,0,0,275,119,10,23,1,2,158,24,2,0,0,0,1,1,0,46,13,718,72,12,79,593,30275,37,7,44,30275,1292,764,2472,10757,15285,1345,786,2785,10075,14990,0,0,194,68,0,22,0,0,6,1,3,1,971,1,397,81,89,11,0,0,0,20,0,4,0,369,0,0,2,2,0,0,0,46,5,5,2,3,0,0,0,3,0,1,14,0,0,0,0,3,0,0,23,0,0,0,0,0,0,1,6,53031
Washington,2006,COLUMBIA,163,8,0,1,4,0,0,0,1,2,0,0,0,0,31,2,1,0,0,0,0,0,0,18,1,101,27,2,11,131,4100,8,5,13,4100,291,174,422,1210,2097,265,182,445,1114,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2011,SKAMANIA,224,21,1,0,4,0,0,0,8,11,0,2,2,0,52,3,0,0,0,0,0,0,0,22,1,292,17,3,20,162,11150,22,4,26,11150,769,441,1248,3082,5539,772,463,1249,3127,5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53059
Washington,2016,WAHKIAKUM,137,7,1,7,4,0,0,0,55,27,0,2,0,1,14,4,0,0,0,0,0,0,0,1,0,84,2,0,3,39,4000,8,11,19,4000,212,123,310,1362,2007,188,127,374,1303,1993,0,0,15,2,0,0,0,0,0,0,2,0,68,0,67,2,8,0,0,0,0,1,0,1,0,42,0,0,0,0,0,0,0,5,0,0,1,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53069
Washington,2009,YAKIMA,11780,326,24,59,96,93,6,10,457,215,58,120,39,11,3193,208,99,22,26,6,230,75,14,656,142,8585,1781,436,1282,7665,238400,350,155,505,238400,23130,11085,33692,51444,119350,24101,11753,35984,47212,119050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,26,117,7,4,27,117,19,46,502,0,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53077
Washington,1998,GRAYS HARBOR,4002,145,9,33,45,32,6,0,100,55,0,21,14,0,801,78,0,1,1,0,27,16,0,442,0,5833,0,0,504,3020,67900,154,78,232,67587,5551,3105,8893,16394,33946,5890,3375,9177,15196,33641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,32,1,3,5,21,1,6,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2014,KING,151297,2675,393,399,763,312,15,5,17538,5723,530,1067,119,27,16966,647,160,56,24,1,2659,464,153,1737,155,34161,2927,926,7621,87951,2036515,3068,1162,4230,2017250,141332,67668,323217,478986,1011203,147607,70525,335549,452366,1006047,0,0,15225,3682,35,1344,1,6,195,2,62,45,105971,521,20803,5214,2665,965,985,0,0,717,0,226,0,14183,0,0,33,1,25,4,329,990,318,356,110,160,23,35,106,438,130,120,1478,0,103,0,0,96,0,6,687,0,1,0,2,3,5,14,53,53033
Washington,2019,MASON,3367,77,8,24,25,4,1,0,441,195,1,88,12,0,413,52,1,0,0,0,17,10,0,81,2,1500,32,1,160,1437,64980,85,49,134,64980,4034,2065,7137,18227,31462,4190,2225,8596,18507,33518,0,1,319,361,1,49,0,0,19,0,1,4,2241,0,702,424,153,59,0,0,0,21,0,4,0,914,0,0,11,0,0,1,0,28,10,18,9,7,1,0,11,20,0,7,73,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,53045
Washington,2020,PIERCE,67428,918,101,78,129,252,38,8,9526,3479,201,751,71,6,5371,496,51,54,38,2,831,195,51,923,44,13373,599,79,1856,31797,892285,1019,207,1226,900700,71874,34515,131973,220273,458635,75723,35882,127233,203228,442065,3,0,12055,2344,151,406,0,12,208,2,42,140,50863,36,13333,3232,2738,709,0,0,0,433,1,24,0,4681,1,5,118,3,7,10,5,864,125,223,0,123,8,19,66,284,29,110,862,0,0,0,0,37,0,0,102,0,2,0,0,1,0,1,14,53053
Washington,1999,STEVENS,1066,59,4,4,11,1,1,0,20,11,0,4,2,0,289,26,0,1,2,0,2,0,0,79,0,1374,0,0,82,749,38000,63,15,78,38761,3415,2111,4499,9414,19440,3551,2285,4408,9076,19321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,1,1,0,6,1,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2001,WHATCOM,8758,229,29,14,72,32,4,0,220,125,0,87,28,0,1461,135,0,1,2,0,77,25,0,673,0,7839,0,0,884,6880,170600,258,86,344,170600,12960,7024,29057,37493,86534,13456,7280,28930,34401,84066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,48,2,2,7,35,13,17,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53073
