State,Year,County,Total,Commissioned Male ,Commissioned Female ,Civilian Male ,Civilian Female ,Arson,Arsons Arrests,Juvenile Arsons Arrests,Aggravated Assault,Aggravated Assaults Arrests,Juvenile Aggravated Assault Arrests,Rape,Rape Arrests,Juvenile Rape Arrests,Burglary,Burglary Arrests,Juvenile Burglary Arrests,Murder,Murder Arrests,Juvenile Murder Arrests,Robbery,Robbery Arrests,Juvenile Robbery Arrests,Drug Violation Arrests,Juvenile Drug Violation Arrests,Total Arrests,Total Juvenile Arrests,Juvenile Theft Arrests,Theft Arrests,Theft,Population,Commissioned Total,Civilian Total,Total Employees,Total Population,Female Population (0-11),Female Population (12-17),Female Population (18-39),Female Population (40+),Total Female Population,Male Population (0-11),Male Population (12-17),Male Population (18-39),Male Population (40+),Total Male Population,Animal Cruelty,Bribery,Destruction of Property,Drug Violation,Extortion,Counterfeiting or Forgery,Gambling Violation,Human Trafficking,Kidnapping,Man Slaughter,Non Forcibly Sex,Pornography,Total Property Crime,Prostitution,Total Person Crime,Total Societal Crime,No Contact Order Violation,Weapon Violation,Other Crimes Arrests,Animal Cruelty Arrests,Bribery Arrests,Destruction of Property Arrests,Extortion Arrests,Counterfeiting or Forgery Arrests,Gambling Violation Arrests,"Group B offense Arrests (driving under influence,  liquor violation etc)",Hack or Computer Invasion Arrests,Human Trafficking Arrests,Kidnapping Arrests,Manslaughter Arrests,Non Forcibly Sex Arrests,Pornography Arrests,Prostitution Arrests,No Contact Order Violation Arrests,Weapon Violation Arrests,Aggravated Assaults Sentenced,Burglary Sentenced,Drug Violation Sentenced,Manslaughter Sentenced,Murder Sentenced,Other Crimes Sentenced,Other Property Crimes Sentenced,Robbery Sentenced,Sex Crime Sentences,Total Sentenced,Unknown Crimes Sentenced,Juvenile Other Felony Crimes Sentenced,Juvenile Animal Cruelty Arrests,Juvenile Bribery Arrests,Juvenile Destruction of Property Arrests,Juvenile Extortion Arrests,Juvenile Counterfeiting or Forgery Arrests,"Juvenile Group B offense Arrests (driving under influence,  liquor violation etc)",Juvenile Hack or Computer Invasion Arrests,Juvenile Kidnapping Arrests,Juvenile Manslaughter Arrests,Juvenile Non Forcibly Sex Arrests,Juvenile Pornography Arrests,Juvenile Prostitution Arrests,Juvenile No Contact Order Violation Arrests,Juvenile Weapon Violation Arrests,FIPS Code
Washington,2011,GRAYS HARBOR,2534,149,4,29,41,7,3,0,80,54,7,27,15,3,578,176,24,3,4,0,27,18,4,444,55,4022,391,66,486,1812,72900,153,70,223,72900,5026,2650,8524,19288,35487,5086,2771,10327,19227,37413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,13,24,3,0,15,31,5,9,137,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2001,LINCOLN,190,20,0,4,6,1,4,0,4,4,0,0,0,0,57,7,0,1,2,0,2,1,0,54,0,366,0,0,4,125,10200,20,10,30,10200,729,487,1042,2882,5141,830,505,1005,2720,5059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,2010,THURSTON,8801,238,30,21,55,41,6,2,455,248,33,86,16,2,2052,176,44,4,6,0,86,42,7,509,120,5261,1257,218,833,6077,250595,268,76,344,252400,18236,9990,36028,64177,128430,19057,10818,36115,57979,123970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,14,79,7,3,26,82,15,54,415,0,831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,1991,LINCOLN,219,19,0,0,1,0,0,0,18,9,0,0,0,0,63,6,0,0,0,0,1,0,0,21,0,349,0,0,33,137,8900,19,1,20,8903,730,380,1078,2270,4458,839,432,1081,2092,4445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,1992,GARFIELD,85,7,0,0,4,0,0,0,9,8,0,0,0,0,16,1,0,0,0,0,0,0,0,7,0,269,0,0,2,60,2300,7,4,11,2247,184,107,245,609,1144,190,112,251,547,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2016,WHATCOM,14348,273,31,93,88,32,6,0,1793,786,44,200,39,3,1388,199,14,4,1,0,69,34,7,444,37,4537,315,107,1199,6945,212554,304,181,485,212540,13620,7558,32767,52877,106822,14520,7660,33579,49959,105718,0,1,2259,822,3,205,0,0,53,0,22,24,10902,9,2470,976,398,121,0,0,1,163,0,17,0,1379,0,0,21,2,3,4,3,196,40,69,19,78,6,1,42,76,7,18,316,0,0,0,0,8,0,0,91,0,0,0,2,1,0,0,1,53073
Washington,2002,GARFIELD,77,7,0,0,6,1,2,0,6,0,0,1,1,0,14,0,0,0,0,0,0,0,0,31,0,266,0,0,4,55,2400,7,6,13,2400,166,124,237,684,1211,176,145,227,643,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2008,WALLA WALLA,2096,79,3,11,26,11,1,0,98,43,10,36,7,0,375,19,24,1,2,0,13,5,1,91,18,1053,484,108,191,1562,58600,82,37,119,58600,4132,2322,8268,14035,28757,4430,2412,10174,12828,29843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,40,2,0,5,13,0,10,84,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53071
Washington,1999,COLUMBIA,172,9,0,1,5,0,0,0,3,4,0,1,0,0,45,10,0,0,0,0,0,0,0,21,0,188,0,0,11,123,4200,9,6,15,4272,333,191,478,1182,2183,311,206,500,1072,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,1990,LEWIS,2730,93,0,1,20,13,3,0,158,75,0,29,11,0,725,74,0,0,0,0,29,16,0,132,0,2262,0,0,171,1776,59200,93,21,114,59358,5491,2709,8810,13156,30166,5739,2970,8704,11779,29192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,12,2,1,7,0,4,15,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,2012,KLICKITAT,720,29,2,12,12,0,0,0,126,4,2,12,3,0,91,4,0,0,0,0,1,1,0,20,1,274,38,6,19,251,20605,31,24,55,20600,1373,709,2161,5929,10172,1391,833,2219,5985,10428,0,0,130,33,0,13,0,0,0,0,0,0,486,0,188,46,50,13,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,6,0,2,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53039
Washington,2002,CLALLAM,2136,102,5,12,34,23,7,0,68,46,0,12,1,0,468,68,0,0,1,0,22,13,0,247,0,2803,0,0,252,1543,64900,107,46,153,64900,4178,2598,6670,19370,32816,4414,2774,7408,17488,32084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,1,0,1,3,4,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009
Washington,1997,CLALLAM,2188,95,6,14,29,25,8,0,79,61,0,33,8,0,475,54,0,3,1,0,11,4,0,187,0,1856,0,0,201,1562,66400,101,43,144,62889,4533,2577,7144,17354,31608,4818,2790,7961,15707,31281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,7,0,2,2,5,2,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53009
Washington,2014,WALLA WALLA,4274,72,3,31,29,23,1,0,591,211,55,40,4,1,408,55,13,2,2,1,14,4,0,151,26,1318,194,57,367,1905,60720,75,60,135,60150,4200,2374,8392,14753,29719,4387,2311,10070,13663,30431,0,0,801,288,5,43,0,0,12,0,4,8,3199,0,738,337,89,41,0,0,0,43,0,11,0,427,0,0,0,0,0,2,0,23,17,11,9,23,0,0,8,17,2,3,73,0,0,0,0,15,0,0,22,0,0,0,0,0,0,0,4,53071
Washington,1990,DOUGLAS,952,31,1,4,8,5,1,0,51,30,0,9,6,0,202,13,0,2,1,0,1,0,0,31,0,1102,0,0,238,682,26282,32,12,44,26205,2547,1150,4130,5190,13017,2654,1248,4337,4949,13188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,1,3,1,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,1991,MASON,1676,58,2,5,14,3,1,0,46,10,0,29,11,0,572,37,0,2,2,0,10,5,0,44,0,1954,0,0,199,1014,39900,60,19,79,39719,3306,1594,5291,9022,19213,3431,1717,6456,8899,20506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,2,0,0,8,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53045
Washington,1992,SPOKANE,23606,429,24,38,102,112,20,0,1277,235,0,144,23,0,4670,475,0,21,17,0,450,104,0,1290,0,18747,0,0,2572,16932,374010,453,140,593,381742,33780,15920,66289,79584,195565,35824,16991,65180,68188,186177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,64,63,5,4,14,32,23,25,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53063
Washington,1997,SKAGIT,5600,140,11,30,63,43,1,0,72,54,0,37,21,0,790,96,0,2,1,0,37,13,0,300,0,4410,0,0,760,4619,96900,151,93,244,97848,8452,4461,13771,22738,49428,8836,4704,14138,20739,48420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,40,3,3,3,17,3,22,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53057
Washington,2005,COLUMBIA,142,9,0,1,4,0,0,0,2,3,0,0,0,0,24,6,1,0,0,0,1,3,0,13,0,134,21,7,9,115,4100,9,5,14,4100,294,175,423,1204,2098,268,183,444,1106,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,1,3,0,3,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53013
Washington,2003,WAHKIAKUM,82,8,0,0,2,0,0,0,3,1,0,0,0,0,32,2,0,0,0,0,0,0,0,0,0,18,0,0,1,47,3800,8,2,10,3800,239,175,365,1118,1898,266,175,376,1085,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,2013,WHITMAN,1905,66,3,5,17,0,0,0,320,125,15,25,3,2,161,26,2,0,1,0,4,7,0,91,6,1131,50,9,92,697,45255,69,22,91,46000,2105,1643,12257,6659,22665,2264,1527,13324,6220,23335,0,0,348,303,0,15,0,0,2,0,5,0,1225,0,352,328,0,25,0,0,0,24,0,1,0,749,0,0,2,0,3,0,0,0,7,3,0,2,0,1,0,1,0,0,7,0,0,0,0,5,0,0,9,0,1,0,0,0,0,0,1,53075
Washington,2005,CLARK,15802,352,42,24,97,76,11,12,528,192,49,219,51,15,2736,392,125,12,13,0,239,121,36,1231,166,9892,2960,674,1813,11992,391410,394,121,515,391500,34733,17491,57779,87013,197014,36302,18539,57729,81916,194486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,53,225,5,9,60,155,14,39,695,4,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,2017,WAHKIAKUM,195,7,1,7,4,0,0,0,62,19,3,1,0,0,12,2,1,0,0,0,0,0,0,8,0,81,7,0,8,55,4030,8,11,19,4030,215,118,308,1384,2025,181,124,364,1335,2005,1,0,29,18,0,1,0,0,0,0,0,2,97,0,76,22,13,1,0,0,0,2,0,1,0,36,0,0,0,0,0,0,0,5,0,4,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,53069
Washington,2017,COWLITZ,6538,133,12,2,24,23,1,2,1253,675,156,120,32,13,552,91,27,2,2,0,30,19,5,623,39,4897,455,82,867,2562,105985,145,26,171,105900,7731,4105,13264,28423,53523,7939,4162,13097,27179,52377,0,0,720,758,2,140,0,0,13,1,2,7,4029,8,1642,867,251,94,0,0,0,131,1,31,0,2227,0,0,14,0,0,2,6,149,26,39,18,173,1,2,45,74,6,19,377,0,0,0,0,43,0,0,83,0,0,1,0,1,0,1,2,53015
Washington,2007,STEVENS,1108,52,3,1,11,2,1,3,27,28,2,12,18,0,305,50,14,1,2,0,4,2,0,165,15,1340,207,22,134,757,43000,55,12,67,43000,3376,2205,4569,11374,21524,3488,2366,4522,11100,21476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,2,0,1,7,1,4,34,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53065
Washington,2020,BENTON,14456,246,16,4,47,31,1,0,2224,977,169,254,40,12,1097,177,17,5,7,1,75,46,12,286,39,4576,602,110,997,6640,205700,262,51,313,205700,17022,8700,27182,49294,102198,17977,9206,28256,48062,103502,30,1,2053,873,24,124,0,0,52,4,5,58,10045,9,3222,1189,678,219,0,3,0,185,0,18,0,1400,0,0,28,0,13,10,2,346,40,66,0,65,0,2,22,50,4,29,238,0,0,0,0,107,1,1,103,0,1,0,7,6,0,9,7,53005
Washington,1990,KITTITAS,1607,58,1,3,10,8,2,0,38,10,0,8,2,0,258,15,0,2,0,0,4,0,0,56,0,1012,0,0,138,1289,25800,59,13,72,26725,1892,905,5589,5076,13462,1952,946,5680,4685,13263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,1,2,2,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2010,PEND OREILLE,440,28,1,0,4,2,0,0,16,2,0,0,1,0,140,7,0,0,0,0,0,0,0,36,0,299,0,0,15,282,12940,29,4,33,13100,896,611,1276,3693,6476,960,589,1193,3883,6624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53051
Washington,2016,SKAGIT,10336,166,20,39,55,8,2,1,1325,679,63,59,24,4,858,151,10,6,3,3,55,28,4,390,43,3782,343,82,982,4041,122270,186,94,280,122270,8973,4597,15253,32745,61568,9119,4684,15971,30928,60702,0,0,1653,1527,5,122,0,0,16,0,3,7,6742,0,1830,1764,421,230,0,0,0,92,0,23,0,1120,0,0,13,0,0,1,0,251,23,35,18,31,3,2,29,44,1,14,177,0,0,0,0,28,0,0,97,0,0,0,0,1,0,2,5,53057
Washington,2008,MASON,2729,77,5,4,29,11,3,0,135,83,12,45,15,7,805,61,16,0,1,0,16,4,1,305,24,2587,452,59,147,1717,56300,82,33,115,56300,3632,2254,6021,15271,27177,3890,2310,7732,15190,29123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10,22,3,0,8,34,3,13,130,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53045
Washington,2014,GRAYS HARBOR,4534,167,7,18,37,9,6,0,895,439,30,136,40,7,552,102,10,1,1,0,33,20,0,222,29,2920,170,23,498,1642,73300,174,55,229,73300,4975,2488,8769,19387,35619,5043,2619,10638,19381,37681,0,0,421,442,1,34,0,0,9,0,3,5,2692,9,1299,543,255,87,0,0,0,83,0,9,0,1296,0,0,1,0,0,2,9,138,54,28,17,12,1,0,14,44,4,15,135,0,0,0,0,7,0,0,62,0,0,0,1,0,0,0,1,53027
Washington,2003,CLARK,16992,334,37,19,98,89,3,0,531,236,0,201,40,0,2781,351,0,4,0,0,225,86,0,1166,0,9138,0,0,1742,13161,372215,371,117,488,372300,33630,16940,55788,81073,187430,35190,17914,55719,76047,184870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,66,134,6,4,44,171,25,51,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53011
Washington,1991,GARFIELD,99,7,0,0,4,2,0,0,5,3,0,1,1,0,40,5,0,0,0,0,0,0,0,5,0,330,0,0,7,51,2300,7,4,11,2184,179,103,239,592,1113,187,106,249,531,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2014,COWLITZ,7914,129,8,2,23,22,2,4,1334,775,156,93,23,6,811,129,26,0,1,0,34,22,1,515,64,4414,528,147,1149,3413,103795,137,25,162,103700,7711,4041,13382,27426,52561,7807,4170,13268,25894,51139,0,0,1004,751,3,63,0,0,11,0,0,5,5350,4,1702,862,264,102,0,0,0,122,1,16,0,1426,0,0,16,0,0,4,4,176,33,65,17,142,0,4,45,96,12,28,409,0,0,0,0,21,0,0,94,0,0,0,0,0,0,2,7,53015
Washington,2008,DOUGLAS,1097,48,3,2,8,5,1,0,49,17,3,14,3,1,185,6,6,2,1,0,7,0,0,73,25,917,275,105,140,835,36825,51,10,61,37000,3251,1730,4825,8817,18624,3348,1792,4857,8379,18376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,0,6,10,3,5,54,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53017
Washington,2000,KITTITAS,1913,65,3,15,17,4,0,0,38,37,0,15,3,0,368,48,0,1,0,0,7,8,0,195,0,2132,0,0,152,1480,31564,68,32,100,33362,2157,1193,6542,6895,16787,2215,1299,6604,6457,16575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,1,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,2010,SAN JUAN,202,18,1,7,5,5,1,0,10,6,0,4,0,0,66,5,2,0,0,0,0,0,0,8,3,116,27,8,4,117,16500,19,12,31,16500,830,509,1317,5732,8389,833,554,1302,5422,8111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,4,0,1,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53055
Washington,1998,FERRY,112,14,0,0,1,0,0,0,5,4,0,0,0,0,28,8,0,0,0,0,1,0,0,22,0,163,0,0,13,78,7300,14,1,15,7042,574,367,841,1601,3382,613,450,879,1716,3660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53019
Washington,2003,KITTITAS,1966,69,1,1,13,13,2,0,31,15,0,20,2,0,395,33,0,0,0,0,5,1,0,261,0,2042,0,0,131,1502,35200,70,14,84,35200,2163,1234,6796,7512,17706,2217,1331,6882,7063,17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,21,1,2,1,9,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53037
Washington,1993,THURSTON,8447,198,15,15,49,34,2,0,233,54,0,110,28,0,1520,87,0,1,1,0,72,41,0,456,0,6243,0,0,1029,6477,180500,213,64,277,181131,15853,7929,30621,38217,92617,16884,8566,29283,33775,88514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,29,4,5,11,28,9,26,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,2009,GARFIELD,59,8,0,0,8,0,0,0,3,1,0,0,0,0,16,0,3,0,0,0,0,0,0,17,2,145,29,8,2,40,2250,8,8,16,2250,145,106,210,670,1132,153,124,202,639,1118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53023
Washington,2006,LINCOLN,270,22,0,8,4,0,0,0,4,3,0,4,2,0,49,7,0,0,0,0,0,0,0,24,2,182,30,6,15,213,10200,22,12,34,10200,678,464,977,3018,5137,771,479,951,2861,5063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,2,8,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53043
Washington,2019,DOUGLAS,1089,51,1,0,9,2,1,0,202,96,15,20,5,1,80,8,0,1,0,0,2,1,0,54,7,631,50,6,95,421,42748,52,9,61,42820,3395,1769,5509,10548,21222,3648,1922,5794,10234,21598,1,0,132,106,0,18,0,0,5,0,2,2,655,0,296,138,66,29,0,0,0,18,0,4,0,304,0,0,2,0,1,1,0,33,8,12,2,13,0,0,7,17,0,4,55,0,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,53017
Washington,2020,THURSTON,14131,255,35,120,91,30,8,2,2309,1105,105,221,20,3,1093,143,25,3,4,0,130,64,11,222,7,4456,289,39,839,6567,291000,290,211,501,291000,19796,10712,39530,78954,148991,21293,11504,38758,70454,142009,13,0,1910,554,18,349,0,0,66,0,17,34,10097,0,3340,694,724,93,0,2,0,154,0,14,0,1560,0,0,22,1,5,4,0,258,31,71,0,74,5,1,50,62,12,34,309,0,0,0,0,18,0,0,75,0,0,0,1,0,0,3,0,53067
Washington,2004,GRAYS HARBOR,4089,142,8,33,38,35,12,0,107,57,0,34,12,0,818,137,0,0,4,0,30,15,0,445,0,4526,0,0,456,3065,69200,150,71,221,69200,5137,3084,8479,18080,34780,5414,3314,8814,16876,34420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,20,41,0,2,8,22,6,10,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53027
Washington,2011,ASOTIN,695,26,2,0,3,2,3,0,34,14,1,0,0,1,110,7,3,0,0,0,2,2,2,80,15,1671,143,23,97,547,21650,28,3,31,21650,1538,754,2674,6210,11179,1539,813,2531,5587,10471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,28,1,0,6,8,1,2,54,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53003
Washington,2006,LEWIS,2711,93,5,3,26,22,1,2,112,76,9,25,14,4,546,110,15,0,1,0,19,18,1,296,33,3381,487,63,288,1987,72900,98,29,127,72900,5471,3295,8779,19170,36716,5661,3681,9013,17828,36184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,25,75,0,0,21,37,6,16,224,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53041
Washington,2010,WAHKIAKUM,33,6,1,7,2,0,0,0,1,2,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,18,4,1,4,21,4150,7,9,16,4150,242,169,373,1284,2069,269,169,386,1256,2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53069
Washington,2009,THURSTON,8100,244,29,43,36,47,5,2,402,184,35,99,22,1,1634,106,29,5,5,0,110,43,6,404,100,4282,1139,191,614,5803,248045,273,79,352,249800,18101,10099,35910,63021,127128,18923,10938,36023,56789,122672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,22,107,5,7,31,121,32,58,512,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53067
Washington,2003,SKAGIT,7217,161,14,26,57,46,5,0,105,80,0,74,33,0,1367,109,0,1,1,0,47,19,0,315,0,4455,0,0,873,5577,106700,175,83,258,106700,8456,4808,14100,26475,53840,8833,5045,14632,24350,52860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15,41,4,2,4,28,3,9,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53057
Washington,2015,KITTITAS,2411,79,5,23,30,4,0,0,343,195,25,33,12,0,204,17,1,0,0,0,8,4,0,95,8,1171,74,9,117,908,42670,84,53,137,42670,2422,1800,7569,9106,20897,2593,1667,8438,9075,21773,0,0,520,214,2,12,0,0,0,0,5,6,1658,7,498,255,117,28,0,0,0,37,1,5,0,618,0,0,0,0,2,0,6,50,12,11,5,19,1,0,4,18,3,7,68,0,0,0,0,6,0,0,23,0,0,0,0,0,0,2,0,53037
Washington,1990,PACIFIC,654,25,0,2,10,6,2,0,38,9,0,7,8,0,195,46,0,0,0,0,4,3,0,98,0,1488,0,0,87,404,18100,25,12,37,18882,1442,696,2395,5013,9546,1565,864,2441,4466,9336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,2,0,0,3,1,9,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53049
